product_title,Type,count_of_reviews,product_url,part_number,product_description,product_description,skuid,units_sold,product_attributes,product_reviews,product_warranty,sale_price,price_tier,search_term,category,revenue,market_share
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs296/20970097-P?searchTerm=sensors,Part # ABS296,[],"['', 'Direct-fit OE replacement ensures ease of installation and proper fit, form, and function, resulting in correct measurements of pressure\nUndergoes extensive design and manufacturing processes to ensure superior durability, longevity, and performance, even under extreme conditions\nOE-matching connectors and terminals ensure exact-fit connection to engine wire harness']",20970097,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,67.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,2 Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs113/20970083-P?searchTerm=sensors,Part # ABS113,[],"['', 'Caps are made of high dielectric strength up to 800 volts per mil and glass/mineral reinforced polyester resin for less carbon tracking, greater resistance to electrical breakdown and superior performance\nCaps have solid brass terminals for better conductivity and greater resistance to electrical pitting and erosion for a longer service life']",20970083,0,ABS Wheel Speed Sensor,(2 reviews),LIMITED LIFETIME REPLACEMENT,34.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs475/20474385-P?searchTerm=sensors,Part # ABS475,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474385,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,131.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs469/20474378-P?searchTerm=sensors,Part # ABS469,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474378,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,107.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs486/20474374-P?searchTerm=sensors,Part # ABS486,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474374,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,177.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs490/20474370-P?searchTerm=sensors,Part # ABS490,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474370,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,61.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs456/20474346-P?searchTerm=sensors,Part # ABS456,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474346,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,116.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs457/20474345-P?searchTerm=sensors,Part # ABS457,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474345,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,132.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs458/20474344-P?searchTerm=sensors,Part # ABS458,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474344,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,167.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs459/20474343-P?searchTerm=sensors,Part # ABS459,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474343,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,143.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs539/20474336-P?searchTerm=sensors,Part # ABS539,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474336,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,115.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs531/20474329-P?searchTerm=sensors,Part # ABS531,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474329,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,123.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs541/20474319-P?searchTerm=sensors,Part # ABS541,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474319,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,203.99,201-400$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs545/20474315-P?searchTerm=sensors,Part # ABS545,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474315,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,80.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs548/20474312-P?searchTerm=sensors,Part # ABS548,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474312,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,106.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs353/20474277-P?searchTerm=sensors,Part # ABS353,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474277,1,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,131.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,131.99,0.02735442
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs348/20474266-P?searchTerm=sensors,Part # ABS348,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously design and manufactured for pressurized fuel systems to optimally sustain creep loads\nAvailable in various sizes to accommodate different fuel systems""]",20474266,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,49.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs375/20474256-P?searchTerm=sensors,Part # ABS375,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474256,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,152.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs376/20474255-P?searchTerm=sensors,Part # ABS376,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474255,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,167.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs329/20474245-P?searchTerm=sensors,Part # ABS329,[],"['', 'Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nHigh-quality materials withstand extreme conditions\nUndergoes extensive testing to ensure reliability']",20474245,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,76.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs338/20474236-P?searchTerm=sensors,Part # ABS338,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously design and manufactured for pressurized fuel systems to optimally sustain creep loads\nAvailable in various sizes to accommodate different fuel systems""]",20474236,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,63.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs409/20474222-P?searchTerm=sensors,Part # ABS409,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nStainless steel compression limiter resists corrosion to ensure durability and longevity\nHigh-quality harness covering prevents corrosion']",20474222,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,195.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs415/20474217-P?searchTerm=sensors,Part # ABS415,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nStainless steel compression limiter resists corrosion to ensure durability and longevity\nHigh-quality harness covering prevents corrosion']",20474217,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,179.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,7 Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs418/20474214-P?searchTerm=sensors,Part # ABS418,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474214,0,ABS Wheel Speed Sensor,(7 reviews),LIMITED LIFETIME REPLACEMENT,131.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,3 Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs405/20474213-P?searchTerm=sensors,Part # ABS405,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474213,0,ABS Wheel Speed Sensor,(3 reviews),LIMITED LIFETIME REPLACEMENT,144.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs385/20474191-P?searchTerm=sensors,Part # ABS385,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474191,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,136.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs393/20474183-P?searchTerm=sensors,Part # ABS393,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474183,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,125.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs699/20474164-P?searchTerm=sensors,Part # ABS699,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474164,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,83.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs709/20474154-P?searchTerm=sensors,Part # ABS709,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474154,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,161.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs678/20474130-P?searchTerm=sensors,Part # ABS678,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474130,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,67.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs721/20474129-P?searchTerm=sensors,Part # ABS721,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474129,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,83.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs683/20474125-P?searchTerm=sensors,Part # ABS683,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474125,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,79.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs754/20474109-P?searchTerm=sensors,Part # ABS754,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nDurable adhesion polyurethane resin protects against moisture and corrosion for prolonged service life\nHigh-quality harness covering prevents corrosion']",20474109,1,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,97.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,97.99,0.020308051
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs770/20474094-P?searchTerm=sensors,Part # ABS770,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nDurable adhesion polyurethane resin protects against moisture and corrosion for prolonged service life\nHigh-quality harness covering prevents corrosion']",20474094,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,169.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs771/20474093-P?searchTerm=sensors,Part # ABS771,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474093,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,119.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs773/20474091-P?searchTerm=sensors,Part # ABS773,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nDurable adhesion polyurethane resin protects against moisture and corrosion for prolonged service life\nHigh-quality harness covering prevents corrosion']",20474091,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,156.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs774/20474090-P?searchTerm=sensors,Part # ABS774,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nDurable adhesion polyurethane resin protects against moisture and corrosion for prolonged service life\nHigh-quality harness covering prevents corrosion']",20474090,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,199.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs726/20474082-P?searchTerm=sensors,Part # ABS726,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474082,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,194.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
