title,Type,count_of_reviews,product_url,part_number,product_description,product_description1,product_title,product_attributes,product_reviews,product_warranty,product_reg_price,skuid,search_term,category,units_sold,sale_price,price_tier,revenue,market_share
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs226/20970153-P?searchTerm=sensors,Part # ABS226,[],"['', 'Direct-fit OE replacement accurately detects proper evaporative leaks with the utilization of engine vacuum\nPrecision-calibrated diaphragm and spring properly open and close to provide accurate voltage readings to the switch\nOE-quality connector and terminals ensure exact fit, resulting in peak conductivity to the engine wiring harness and precise engine performance\nHigh-temperature OE-style plastic housing ensures precise fit and performance under hazardous conditions']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$83.99,20970153,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,83.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs232/20970141-P?searchTerm=sensors,Part # ABS232,[],"['', 'Designed to OE standards for ease of installation']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$39.99,20970141,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,39.99,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs218/20970136-P?searchTerm=sensors,Part # ABS218,[],"['', 'Direct-fit OE replacement effectively prevents unused fuel vapors in the fuel tank from escaping into the atmosphere\nHigh-grade industrial plastic withstands low and high engine temperatures\nOE-match connectors and terminals ensure perfect fit to the engine wire harness, resulting in peak conductivity for optimal performance']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$98.99,20970136,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,98.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs160/20970129-P?searchTerm=sensors,Part # ABS160,[],"['', ""Copper alloy conductors ensure superior electrical conductivity with low resistive losses\nOur parts are 100% tested to verify both mechanical and electrical switching performance.\nRobust design and high grade materials meet the stringent demands of today's service professional""]",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$80.99,20970129,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,80.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs227/20970127-P?searchTerm=sensors,Part # ABS227,[],"['', 'Direct-fit OE replacement accurately detects proper evaporative leaks with the utilization of engine vacuum\nPrecision-calibrated diaphragm and spring properly open and close to provide accurate voltage readings to the switch\nOE-quality connector and terminals ensure exact fit, resulting in peak conductivity to the engine wiring harness and precise engine performance\nHigh-temperature OE-style plastic housing ensures precise fit and performance under hazardous conditions']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$30.49,20970127,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,30.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs296/20970097-P?searchTerm=sensors,Part # ABS296,[],"['', 'Direct-fit OE replacement ensures ease of installation and proper fit, form, and function, resulting in correct measurements of pressure\nUndergoes extensive design and manufacturing processes to ensure superior durability, longevity, and performance, even under extreme conditions\nOE-matching connectors and terminals ensure exact-fit connection to engine wire harness']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$67.99,20970097,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,67.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,2 Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs113/20970083-P?searchTerm=sensors,Part # ABS113,[],"['', 'Caps are made of high dielectric strength up to 800 volts per mil and glass/mineral reinforced polyester resin for less carbon tracking, greater resistance to electrical breakdown and superior performance\nCaps have solid brass terminals for better conductivity and greater resistance to electrical pitting and erosion for a longer service life']",Carquest,ABS Wheel Speed Sensor,(2 reviews),LIMITED LIFETIME REPLACEMENT,$34.49,20970083,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,34.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs475/20474385-P?searchTerm=sensors,Part # ABS475,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$131.99,20474385,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,131.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs469/20474378-P?searchTerm=sensors,Part # ABS469,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$107.99,20474378,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,107.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs486/20474374-P?searchTerm=sensors,Part # ABS486,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$177.99,20474374,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,177.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs490/20474370-P?searchTerm=sensors,Part # ABS490,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$61.99,20474370,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,61.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs456/20474346-P?searchTerm=sensors,Part # ABS456,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$116.99,20474346,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,116.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs457/20474345-P?searchTerm=sensors,Part # ABS457,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$132.99,20474345,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,132.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs458/20474344-P?searchTerm=sensors,Part # ABS458,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$167.99,20474344,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,167.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs459/20474343-P?searchTerm=sensors,Part # ABS459,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$143.99,20474343,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,143.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs539/20474336-P?searchTerm=sensors,Part # ABS539,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$115.99,20474336,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,115.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs531/20474329-P?searchTerm=sensors,Part # ABS531,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$123.99,20474329,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,123.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs541/20474319-P?searchTerm=sensors,Part # ABS541,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$203.99,20474319,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,203.99,201-400$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs545/20474315-P?searchTerm=sensors,Part # ABS545,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$80.99,20474315,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,80.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs548/20474312-P?searchTerm=sensors,Part # ABS548,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$106.99,20474312,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,106.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs353/20474277-P?searchTerm=sensors,Part # ABS353,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$131.99,20474277,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,131.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs348/20474266-P?searchTerm=sensors,Part # ABS348,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously design and manufactured for pressurized fuel systems to optimally sustain creep loads\nAvailable in various sizes to accommodate different fuel systems""]",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$49.99,20474266,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,49.99,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs375/20474256-P?searchTerm=sensors,Part # ABS375,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$152.99,20474256,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,152.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs376/20474255-P?searchTerm=sensors,Part # ABS376,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$167.99,20474255,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,167.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs329/20474245-P?searchTerm=sensors,Part # ABS329,[],"['', 'Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nHigh-quality materials withstand extreme conditions\nUndergoes extensive testing to ensure reliability']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$76.99,20474245,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,76.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs338/20474236-P?searchTerm=sensors,Part # ABS338,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously design and manufactured for pressurized fuel systems to optimally sustain creep loads\nAvailable in various sizes to accommodate different fuel systems""]",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$63.99,20474236,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,63.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs409/20474222-P?searchTerm=sensors,Part # ABS409,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nStainless steel compression limiter resists corrosion to ensure durability and longevity\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$195.99,20474222,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,195.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs415/20474217-P?searchTerm=sensors,Part # ABS415,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nStainless steel compression limiter resists corrosion to ensure durability and longevity\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$179.99,20474217,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,179.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,7 Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs418/20474214-P?searchTerm=sensors,Part # ABS418,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(7 reviews),LIMITED LIFETIME REPLACEMENT,$131.99,20474214,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,131.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,3 Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs405/20474213-P?searchTerm=sensors,Part # ABS405,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(3 reviews),LIMITED LIFETIME REPLACEMENT,$144.99,20474213,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,144.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs385/20474191-P?searchTerm=sensors,Part # ABS385,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$136.99,20474191,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,136.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs393/20474183-P?searchTerm=sensors,Part # ABS393,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$125.99,20474183,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,125.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs699/20474164-P?searchTerm=sensors,Part # ABS699,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$83.99,20474164,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,83.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs709/20474154-P?searchTerm=sensors,Part # ABS709,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$161.99,20474154,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,161.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs678/20474130-P?searchTerm=sensors,Part # ABS678,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$67.99,20474130,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,67.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs721/20474129-P?searchTerm=sensors,Part # ABS721,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$83.99,20474129,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,83.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs683/20474125-P?searchTerm=sensors,Part # ABS683,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$79.99,20474125,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,79.99,51-100$,0.0,0.0
